Id,SalePrice
2,137701.56955976685
4,262097.2995148149
6,217409.81357917376
7,237556.93866461204
17,226340.88283542648
18,309275.68248658656
22,239323.86829656214
27,121414.09349246533
31,127482.07354743051
36,183356.24234931267
39,346517.7883276545
40,285896.60619702283
42,306080.0693023397
46,268350.1937134703
53,202698.48660736578
58,207847.75937812665
61,294223.2264284184
72,235865.9534190288
79,128358.64613089585
80,225192.19731811286
82,183990.52511625577
83,110450.57673832463
85,152209.20168658264
88,130622.80346311443
92,289771.1721373575
93,290471.8585916579
95,219885.54992962285
102,218605.51143399146
103,209710.1585405114
106,263502.0236743746
107,210428.72794026675
110,244659.05734955528
114,236891.03512839286
116,193441.51493828592
117,167619.36013481434
118,147201.7931056156
125,194612.90499487423
126,172090.9401096287
127,130536.15183190379
128,219305.8903777352
134,152542.57357125916
135,193745.09615065728
137,270663.3258194871
143,141361.43029317466
147,138131.82840758897
148,190914.34588818182
150,125325.67889653868
156,132249.2682209463
157,116935.84003520585
159,147413.40307535155
161,273291.8649121016
167,137948.61956352732
170,162580.18826523714
171,88853.95739221253
175,127347.22860283783
179,144177.79160261928
181,118272.26760318826
186,233836.37630636262
193,197111.05489261483
194,89330.07133601494
206,156169.69812848838
208,178209.31410133763
210,189850.84610593854
211,115785.41448563992
212,136465.515551259
214,116829.56678610464
215,166360.38300345014
217,164551.45672291156
222,142020.7845526805
227,166202.14472169732
228,183179.64646445395
233,239870.15266373486
235,157818.8491142706
238,145700.01869089485
241,192329.90183284547
252,211644.05618044006
253,215788.92232748502
256,150654.25774857297
257,156902.52108546445
258,221694.5484667319
259,213190.61318906926
261,157063.21036717712
263,124338.273809251
266,252984.87359332785
267,253951.62996776868
270,170488.78634573144
271,252411.5787255821
276,142804.19562317047
285,156395.17899922794
288,72305.16929982713
289,165662.36306684665
290,130023.11703712361
291,181638.3282134752
292,142946.31546704264
293,215510.86590655218
294,219021.8066022968
295,191753.63903586965
304,136980.30616468238
322,318417.39664028736
326,189527.3612743602
327,114810.96650212092
328,164625.14925090424
331,79539.27738880637
332,96471.78320289092
333,111809.9889555857
335,134873.9571272613
337,241710.3978688209
342,139226.70477004058
343,200119.11426822183
347,211815.3856957367
350,312794.468790798
352,219798.37224939553
358,202435.01166056455
359,212193.28077450953
360,187337.03090457738
368,296400.1546055633
369,238097.85925609682
373,206736.49158204038
377,257780.58745797214
383,197473.56582646974
386,254210.20566216088
387,258468.3812343398
390,190580.0564407069
391,179113.2539347937
395,154128.4570329381
397,130835.63408895824
398,118282.05885823187
401,114819.73416242194
404,154613.21660866166
408,141176.34699589835
409,161493.27648551614
410,182663.7707788667
418,146093.6078082451
422,404101.3793296722
427,347162.58861790365
431,363599.50835606223
433,422176.0280940683
437,326115.02955750516
438,290427.14615566935
442,331487.2564646879
447,262560.42758874845
459,331203.02913027443
460,284505.7654873766
464,248446.76513227526
465,218971.93395499676
467,208133.59769508505
468,208192.36029258627
474,208590.99596025204
480,224971.28757820724
481,232929.42965727713
483,261842.8848625448
488,204612.23306236425
492,203528.83121329173
494,200080.69979104795
499,315001.1466841752
500,285469.7205999608
501,294962.0966227852
503,266783.9617446135
506,246135.9665044327
508,261627.65210807393
511,285310.26511365396
515,266424.7779091975
519,251667.95738834876
521,274199.4361675822
530,252658.28875950878
532,237067.01368234985
534,193068.10593238284
540,187138.70386323187
541,137241.09726892188
551,172907.5305439387
552,210080.56881775107
554,112509.99856834757
555,118314.53679675306
556,131631.22007877415
557,139561.8284342616
565,244008.8488564974
566,293903.66961645044
567,197016.77850236397
569,242586.4626966895
570,214503.62715925905
574,251628.7762985102
575,290926.15952838224
576,246858.848266995
577,207252.27402764716
578,246522.15823762515
583,238087.19014045227
584,258145.01868986426
585,171039.48652145526
587,191410.84168320245
593,244377.07505148364
597,228584.49034718765
598,197692.314562191
599,179814.10900218712
600,118956.42864711216
605,187135.87964755154
607,169090.82250825735
608,166993.39466432834
611,203945.13233027063
616,139336.19654343452
625,185358.419273662
629,180283.48765374467
630,150515.45304485128
631,140094.82658658977
640,216525.62543854903
642,190401.21280021075
643,136197.5181081639
646,135005.00724062076
647,160246.4630894873
655,86267.06167096787
659,109000.43727127563
663,74701.64776841694
665,118348.12277039932
667,243931.259782574
673,153919.27760973427
676,144700.05067349083
680,151872.72575046166
682,136864.2799339856
687,155246.2551301025
688,175095.0740804206
692,126835.21783492075
693,122385.56822397737
695,179513.98230904163
697,127874.66293232876
700,181163.39331850453
702,173348.46800758335
703,164132.0726816299
704,111748.0403077346
712,109413.17429602954
713,129752.53472979112
717,234498.33335508642
720,199640.2146085645
721,83841.17012185254
726,167990.63814331038
733,126033.74066840869
736,123903.79324991812
738,122876.40318307825
741,139974.17854818288
743,82069.44875005298
745,104328.51109836064
750,180653.27288312925
756,112920.18548913604
757,147936.36098784543
758,168787.06615026164
760,105936.23352568365
765,183904.44159564978
775,137200.44035546939
776,128328.12223597997
780,175447.90866002883
783,215719.3286429948
790,124663.55839052988
795,89971.54010214952
796,161874.31929709966
797,156437.58414810032
798,130936.03363545312
804,232569.15399537963
805,247891.02946135763
806,266576.93292142823
808,158017.54454663035
814,177218.25368419715
818,318817.7999418945
821,287918.6143553815
822,328189.9378533871
825,288560.4537794137
827,261472.52029090544
830,224210.38376509282
834,248659.83753939392
835,220114.69706018313
842,144313.96383271465
845,232173.1706327537
852,235948.40224558802
857,130450.51678529823
858,137084.9436226799
859,130722.65323091342
860,135863.3269646088
861,124089.00737386108
864,267110.5905402876
868,220651.17758810046
869,231849.90238909805
872,297339.5529136932
873,240846.73846646532
885,130562.68202510796
890,135493.03112882172
895,100832.70275956247
899,98240.976901634
906,156764.0553850868
918,141730.63309916455
923,138452.04864525067
925,123580.1777773223
927,137648.47109669156
932,216314.55967733118
933,144097.50566108013
934,170997.30696225018
942,114181.75551257368
947,268267.00757353305
948,265240.84801317134
951,150194.8144303537
957,268863.5161895042
958,311918.34492076375
959,235507.43750697788
963,212877.59285386436
967,236287.88847444038
968,311840.66561035824
971,156253.22606118527
972,189362.6366262786
976,108476.85421183861
978,99878.73292523381
979,116523.7084467587
984,110751.47717990019
986,157969.55660850502
991,229524.4512818981
996,247695.41080868157
1001,246189.48953624108
1007,232227.18663406742
1008,204405.30710755615
1009,234999.64090357945
1014,178759.2049876523
1022,237873.4940814696
1024,206728.10948083358
1027,139095.0594539137
1030,179923.14931177525
1032,164157.47329182678
1035,149143.26442441574
1042,136440.88434316567
1047,160483.6363777134
1050,115631.80432264802
1055,305926.545311054
1059,385025.58609596494
1061,350867.3267234464
1064,403983.9178200535
1077,262049.849934994
1081,270120.3721096019
1092,270307.57504441054
1093,210042.69544921414
1095,233471.04615712736
1099,284487.21608849
1101,295537.2907350693
1103,305469.64885053
1109,275764.0955587528
1112,237588.13426891732
1113,261117.83786652138
1114,253699.72391007812
1116,257796.6929205871
1117,231925.9684961099
1119,297869.71847502806
1121,246857.80854237208
1122,227001.06063717004
1125,274512.6195164004
1137,183352.20563573597
1142,236950.13916032654
1144,224878.87847614242
1145,231019.20860723837
1147,217632.98479859438
1148,219267.0647882387
1149,198952.32775403414
1150,139995.47470555682
1153,120956.52765888555
1154,117224.820672339
1159,343817.3720078159
1161,203691.62757274578
1167,191697.61390021452
1171,269147.5110782051
1174,212480.5534574354
1188,189625.49869154085
1189,187272.4712964453
1191,165449.6548214585
1195,132321.9684145892
1199,184896.65661841197
1201,222147.4060460301
1204,223383.45117065852
1211,160421.08480767472
1214,193025.93377538095
1219,137959.93279667964
1220,70204.39466498877
1227,188820.9070069382
1229,241309.2567735397
1231,138013.6849085994
1234,228296.19099245753
1235,130174.24507698862
1239,179379.14864801432
1240,165193.1410269875
1241,179717.46496972768
1246,114391.82140520433
1249,205220.19926608106
1250,141558.58600273606
1252,165972.67703717249
1259,185467.3794798458
1267,127972.90576287931
1269,116488.64208061207
1270,164064.23184230365
1272,126534.69470071862
1274,161300.98592509975
1276,134354.426726662
1279,151333.61237794065
1281,189168.4746229422
1286,178749.08809481817
1287,127488.49414033594
1290,92396.19201867073
1291,148739.2589433992
1297,201473.01006736534
1302,167550.4992484967
1303,47018.87424332043
1312,98607.20266824654
1315,128816.46735151294
1322,87425.89445914152
1327,104375.73935833243
1331,157732.71752051814
1333,129535.54137312173
1334,118172.44641635974
1336,116334.47728372776
1341,129685.62570349773
1344,98119.70398216115
1347,168791.8507965473
1348,201817.70078400994
1353,185436.16711279372
1355,133229.2514967621
1356,120583.58381609173
1357,182202.42060101684
1361,149343.06187037972
1364,120786.61793596728
1368,118732.60251352952
1369,104153.88162746363
1371,129050.5360286039
1373,140117.34616121207
1374,148489.88137443044
1387,144217.94443260785
1388,113929.48048669055
1392,165447.03853738148
1394,139250.6972720151
1406,166602.51098178187
1407,207317.11278382805
1408,192711.71253403305
1409,173238.62571332807
1411,168302.88254261867
1412,124150.40722067856
1413,145644.60451329817
1414,122906.74282892738
1425,261170.03906337713
1430,210573.25576521573
1431,240412.07637260674
1435,259210.71953183936
1441,241510.64461951968
1444,248264.44032015564
1445,117683.09800861785
1446,154072.13934615016
1452,117026.73758277265
1453,114805.57569052947
1456,265945.3751366758
1457,255506.6787788482
1460,286145.4701692007
1463,280415.7519639675
1468,250060.60623651615
1471,248545.7455008095
1474,239459.85459444224
1475,216088.09903741605
1476,233120.94218828814
1478,219530.96858580475
1482,179824.66288530472
1483,202618.3603097599
1484,180412.1251773426
1485,204004.2298905522
1496,166767.60897681105
1497,161259.79889824273
1500,189533.7981152668
1506,116788.90117351609
1507,107118.37090601228
1509,119334.90539915371
1510,150876.8283959125
1513,120247.27278682293
1517,163743.29377008558
1518,194815.73286788072
1523,201464.6316956441
1524,145921.09126407246
1526,161095.37163460095
1529,205446.54174830718
1531,167993.6571254082
1535,120075.73202316064
1536,155660.48471578624
1538,337962.03824011295
1540,244704.67229219648
1543,153835.08874667317
1545,113650.01942841739
1546,120518.89499805635
1557,92778.1739882096
1558,135985.551213988
1559,90886.84831108263
1563,285586.25602359837
1568,187462.07929716195
1571,231811.24754114932
1578,175213.932989238
1579,236696.2935777799
1584,252992.16096200107
1586,330414.5453501709
1604,125118.75400005613
1606,154601.2277365374
1610,196543.36735752353
1611,144569.0091016945
1618,186779.3276040174
1623,212912.78187735192
1624,214241.77641677103
1628,212383.43485015046
1633,252322.16092579137
1645,174904.42286646966
1649,237870.47933701705
1652,177224.90183824074
1653,181258.02223802375
1656,171058.82064401504
1662,209487.26470648672
1668,117512.9935977567
1670,117048.34515981877
1672,122860.20745622634
1673,161574.5650051095
1674,206425.0624067993
1677,141320.0668595963
1678,145522.98854045683
1679,146510.80171081892
1685,360677.45755826356
1692,410261.4515493456
1693,324504.46160117665
1696,420240.1730346378
1709,334989.5902545545
1711,305380.67442967795
1717,243299.32840025087
1718,232097.3862895729
1721,272847.555908656
1722,260021.9891158981
1725,315799.07395779196
1726,273996.29878397525
1730,221537.58270626393
1731,214164.727144811
1733,225142.33121232747
1737,225189.28333218323
1746,254805.5189054066
